adWord,appShow,approve,businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isHotHire,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,skillLables,stationname,subwayline,thirdType,workYear
0,0,1,,深圳,深圳市同和信息技术有限公司,17161,"['绩效奖金', '五险一金', '年度旅游', '岗位晋升']",image2/M00/08/72/CgqLKVYCo8-AJuOoAAAUJ-Zvy64802.png,同和科技,150-500人,2019-08-13 09:36:27,0,南山区,本科,,不需要融资,开发|测试|运维类,1天前发布,,,today,"移动互联网,金融",[],0,0,全职,1565762716000,22.535722,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;1号线/罗宝线_竹子林;7号线_农林;7号线_车公庙;9号线_下沙;9号线_车公庙;11号线/机场线_车公庙,114.025714,0,,福利待遇优厚，欢迎大家多多了解,6276226,"['分布式', 'Java', 'MySQL']",java开发工程师,,14794391,1,50,12k-16k,0,后端开发,"['分布式', 'Java', 'MySQL']",农林,7号线,Java,3-5年
0,0,1,['珠江新城'],广州,威讯柏睿数据科技（北京）有限公司,206460,"['股票期权', '专项奖金', '带薪年假', '弹性工作']",i/image/M00/5A/00/CgpFT1mLwrOAdMUyAACgF06dwo848.jpeg,柏睿数据,50-150人,2019-08-14 13:56:50,0,天河区,本科,,B轮,开发|测试|运维类,13:56发布,,,disabled,"数据服务,信息安全","['大数据', '云计算', 'Javascript', '嵌入式', '分布式']",0,0,全职,1565762343000,23.115805,3号线_广州塔;3号线_珠江新城;5号线_珠江新城;5号线_猎德;5号线_潭村;APM线_海心沙;APM线_大剧院;APM线_花城大道;APM线_妇儿中心;APM线_黄埔大道,113.331829,0,,大数据 多绩效 BI 数据仓储,6280861,"['大数据', '云计算', 'Javascript', '嵌入式', '分布式']",Java,,8027504,1,100,9k-18k,0,后端开发,"['Java', 'Javascript', '嵌入式', '分布式']",珠江新城,3号线,Java,1-3年
0,0,1,,无锡,苏州久久企业服务有限公司,761757,[],i/image2/M01/75/22/CgotOV1ROASACV7EAAAJx9KTQdU967.jpg,久久财务,15-50人,2019-08-14 10:53:08,0,新吴区,本科,,未融资,开发|测试|运维类,10:53发布,,,today,电商,[],0,0,全职,1565745065000,31.492169,,120.368162,0,,双休 五险一金 年终奖,6275368,['后端'],java工程师,,14817159,0,0,10k-20k,0,后端开发,['后端'],,,Java,3-5年
0,0,1,,深圳,上海海万信息科技股份有限公司,128998,[],i/image/M00/2A/A6/Cgp3O1cyziuAfM5AAAAe20ZOb-4754.png,海万科技,500-2000人,2019-08-14 10:42:33,0,福田区,本科,,不需要融资,开发|测试|运维类,10:42发布,,,today,"移动互联网,金融",[],0,0,全职,1565761952000,22.535702,1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;1号线/罗宝线_购物公园;2号线/蛇口线_莲花西;2号线/蛇口线_福田;2号线/蛇口线_市民中心;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;3号线/龙岗线_福田;4号线/龙华线_会展中心;4号线/龙华线_市民中心;7号线_石厦;11号线/机场线_福田,114.053855,0,,下午茶,6278430,"['后端', 'J2EE', '分布式', '软件开发']",java开发工程师,,11741560,1,100,10k-20k,0,后端开发,"['后端', 'J2EE', '分布式', '软件开发']",岗厦,2号线/蛇口线,Java,3-5年
0,0,1,"['上地', '马连洼', '西二旗']",北京,贝壳找房（北京）科技有限公司,55446,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",i/image2/M01/AC/F7/CgotOVvycNiAAe8OAABhrmY_47k309.png,贝壳,2000人以上,2019-08-14 08:57:54,0,海淀区,本科,,D轮及以上,开发|测试|运维类,08:57发布,,"['免费班车', '免费健身房', '免费下午茶', '一年调薪1次', '一年调薪2次', '15薪', '弹性工作', '地铁周边', '定期团建', '工作居住证', '超长年假', '6险2金']",today,房产家居,[],0,0,全职,1565746566000,40.04018,13号线_上地;13号线_西二旗;昌平线_西二旗,116.305611,0,,"16薪,免费三餐,大平台,健身房",6149390,['后端'],java研发工程师-话务方向,,11143900,1,100,25k-35k,0,后端开发,['后端'],西二旗,昌平线,Java,3-5年
0,0,1,"['张江', '唐镇']",上海,深圳市博悦科创科技有限公司,117217,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",i/image/M00/10/8F/CgqKkVbf8TKACeAMAAAop3DnaW4486.png,博悦科创,500-2000人,2019-08-13 09:26:17,0,浦东新区,大专,,不需要融资,开发|测试|运维类,1天前发布,,,today,移动互联网,[],0,0,全职,1565691499000,31.208298,2号线\2号线东延线_唐镇,121.655325,0,,"五险一金,多次调薪,周末双休",6276118,"['后端', 'J2EE']",java开发工程师,,10185029,1,100,10k-12k,0,后端开发,"['后端', 'J2EE']",唐镇,2号线\2号线东延线,Java,1-3年
0,0,1,,广州,广州希音供应链管理有限公司,492335,[],i/image2/M01/E8/79/CgoB5lx2CPqAXSNyAAAKgfQkez0161.png,SHEIN,2000人以上,2019-08-13 20:23:37,0,番禺区,本科,,C轮,开发|测试|运维类,1天前发布,,,today,"电商,移动互联网",[],0,0,全职,1565752772000,23.013356,7号线_员岗,113.370752,0,,线上快时尚 大平台 供应链产品 跨境电商,6276819,['后端'],JAVA开发 (MJ000098),,3290312,1,50,10k-15k,0,后端开发,['后端'],员岗,7号线,Java,1-3年
0,0,1,,成都,北京神州立通科技有限公司,418235,[],i/image2/M01/82/7E/CgoB5luDrdyADzhzAAAuv1ZjA6M689.jpg,北京神州立通科技有限公司,2000人以上,2019-08-14 10:36:39,0,高新区,本科,,未融资,开发|测试|运维类,10:36发布,,"['新婚红包', '早九晚六', '免费健身房', '学习机会', '电脑补贴', '节假日福利', '地铁周边', '5险1金']",today,"移动互联网,企业服务",[],0,0,全职,1565750259000,30.581175,,104.047534,0,,五险一金 周末双休 加班补助,6270783,"['Java', 'MySQL', '数据库', '系统架构']",java开发工程师,,11652060,1,67,7k-10k,0,后端开发,"['Java', 'MySQL', '数据库', '系统架构']",,,Java,1-3年
0,0,1,"['西北旺', '上地', '清河']",北京,拉扎斯网络科技（上海）有限公司,51480,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",i/image3/M00/27/07/CgpOIFqZDj-AOobxAAAMhOHMUNc357.png,饿了么,2000人以上,2019-08-13 18:17:23,0,海淀区,本科,,D轮及以上,开发|测试|运维类,1天前发布,,"['试用期上社保', '试用期上公积金', '免费体检', '5险1金']",today,消费生活,[],0,1,全职,1565752959000,40.03841,13号线_上地,116.308406,0,,阿里平台、核心团队、算法大牛、前沿应用,6281058,['Java'],JAVA工程师,,3725503,0,0,20k-30k,0,后端开发,['Java'],上地,13号线,Java,应届毕业生
0,0,1,['西溪'],杭州,无线生活（北京）信息技术有限公司,2900,"['扁平化管理', '技术驱动', '14薪', '六险一金']",image1/M00/0F/B0/Cgo8PFT9bUuAFYmqAABKRDf-Ah0371.jpg,微店,500-2000人,2019-08-14 09:51:01,0,西湖区,本科,,C轮,开发|测试|运维类,09:51发布,,,today,电商,[],0,0,全职,1565758952000,30.290878,,120.074569,0,,工作氛围好 福利佳,6278909,['Java'],java开发工程师,,4848166,1,36,20k-35k,0,后端开发,['Java'],,,Java,3-5年
0,0,1,,广州,广州数夫软件科技有限公司,171993,[],i/image/M00/A1/5F/CgqKkVins2aAB8gmAAC3cw0QAX0515.jpg,数夫软件,150-500人,2019-08-14 09:00:36,0,天河区,本科,,未融资,开发|测试|运维类,09:00发布,,,disabled,移动互联网,[],0,0,全职,1565752383000,23.126201,5号线_员村;5号线_科韵路,113.372471,0,,"五险一金,双休,弹性工作制,即将上市",2885009,"['后端', 'Java', 'MySQL']",JAVA开发工程师,,7079863,2,64,9k-18k,0,后端开发,"['后端', 'Java', 'MySQL']",员村,5号线,PHP,3-5年
0,0,1,"['浦沿', '江南']",杭州,纳里健康科技有限公司,35514,"['股票期权', '带薪年假', '弹性工作', '帅哥多']",i/image3/M00/22/35/CgpOIFqUwZKAY620AAAe6R4X4XM714.png,纳里健康,150-500人,2019-08-14 13:44:56,0,滨江区,本科,,B轮,开发|测试|运维类,13:44发布,,,today,医疗丨健康,"['医疗健康', '后端', 'Java']",0,0,全职,1565761879000,30.184528,4号线_联庄,120.163083,0,,弹性工作 周末双休 年底双薪 独角兽,6276757,"['医疗健康', '后端', 'Java']",java开发工程师,,2301317,1,100,20k-25k,0,后端开发,"['后端', 'Java']",联庄,4号线,Java,5-10年
0,0,1,,南京,飞虎互动科技（北京）有限公司,132990,"['专项奖金', '绩效奖金', '五险一金', '岗位晋升']",images/logo_default.png,飞虎互动,50-150人,2019-08-14 13:41:04,0,雨花台区,本科,,A轮,开发|测试|运维类,13:41发布,,,today,"移动互联网,消费生活","['移动互联网', 'Java']",0,0,全职,1565761162000,31.991347,,118.779073,0,,交通便利，办公环境好，团队氛围帮棒,6278470,"['移动互联网', 'Java']",java开发工程师,,4517211,1,100,10k-20k,0,后端开发,['Java'],,,Java,3-5年
0,0,0,,北京,祥瑞新宇科技（北京）有限公司,760816,[],images/logo_default.png,祥瑞新宇,少于15人,2019-08-13 15:19:00,0,昌平区,本科,,未融资,开发|测试|运维类,1天前发布,,,today,软件开发,['企业服务'],0,0,全职,1565760024000,40.148968,昌平线_沙河,116.290595,0,,五险一金，基本不加班,6279356,['企业服务'],Java开发工程师,,14800753,0,0,4k-7k,0,后端开发,[],沙河,昌平线,Java,1年以下
0,0,1,"['翠竹', '东门', '洪湖']",深圳,金千枝（深圳）珠宝管理服务有限公司,362188,[],i/image2/M00/49/E0/CgoB5lrpd32AJsSjAACdEGHuQvg641.jpg,金千枝,50-150人,2019-08-13 09:04:36,0,罗湖区,大专,,不需要融资,开发|测试|运维类,1天前发布,,,today,"企业服务,数据服务",[],0,0,全职,1565744459000,22.557642,2号线/蛇口线_湖贝;3号线/龙岗线_晒布;3号线/龙岗线_翠竹;3号线/龙岗线_田贝;7号线_洪湖;7号线_田贝,114.125425,0,,五险一金 下午茶 节日福利,6273552,['后端'],java开发工程师,,11994186,1,4,12k-18k,0,后端开发,['后端'],洪湖,2号线/蛇口线,Java,3-5年
0,0,1,"['来广营', '望京']",北京,北京江融信科技有限公司,72262,"['绩效奖金', '管理规范', '通讯津贴', '定期体检']",i/image3/M00/22/39/CgpOIFqUw6eAK6M9AADDd1ypsZE475.png,江融信,150-500人,2019-08-13 10:51:15,0,朝阳区,本科,,B轮,开发|测试|运维类,1天前发布,,,threeDays,"移动互联网,其他",[],0,0,全职,1565664473000,40.013126,14号线东段_来广营;14号线东段_东湖渠,116.47437,0,,带薪年假，补充医疗，定期团建，帅哥美女,6277137,"['后端', '分布式']",java开发,,9720409,0,0,20k-25k,0,后端开发,"['后端', '分布式']",东湖渠,14号线东段,Java,5-10年
0,0,1,"['西兴', '长河']",杭州,深圳市长亮科技股份有限公司,23403,"['五险一金', '通讯津贴', '带薪年假', '定期体检']",i/image2/M01/0F/2B/CgoB5lyh2aaAd0lYAAANH5unwBw856.jpg,长亮科技,2000人以上,2019-08-14 09:06:48,0,滨江区,本科,,上市公司,开发|测试|运维类,09:06发布,,,today,企业服务,[],0,0,全职,1565753319000,30.208298,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,120.222953,0,,五险一金 年休假 出国机会 体检,6276838,"['服务器端', 'J2EE', 'Javascript', 'Java']",java开发工程师,,4735092,1,59,10k-15k,0,后端开发,"['服务器端', 'J2EE', 'Javascript', 'Java']",滨和路,1号线,Java,1-3年
0,0,1,"['南油', '科技园']",深圳,上海微创软件股份有限公司,124652,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",i/image2/M01/28/D8/CgotOVzPyauAMybNAAA8zQprrtk576.jpg,微创软件,2000人以上,2019-08-13 16:35:01,0,南山区,大专,,不需要融资,开发|测试|运维类,1天前发布,,,today,"企业服务,移动互联网",[],0,0,全职,1565753521000,22.522977,2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_南山;11号线/机场线_后海,113.935334,0,,年终奖 双休 五险一金,6276594,"['后端', 'Java']",java开发工程师,,7763443,1,19,10k-17k,0,后端开发,"['后端', 'Java']",南山,2号线/蛇口线,Java,3-5年
