,num,title,init_year,area,genre,rating_num,comment_num,language,director,cast,movie_duration,tags
220,221,叫我第一名,2008,美国,剧情 传记,8.6,109265,英语,彼得·维纳 Peter Werner,"詹姆斯·沃克 James Wolk', '特里特·威廉斯 Treat Williams', '多米尼克·斯科特·凯伊 Dominic Scott Kay', '莎拉·德鲁 Sarah Drew', '凯瑟琳·约克 Kathleen York', '乔·克里斯特 Joe Chrest', '帕翠西亚·希顿 Patricia Heaton', '约翰尼·帕卡 Johnny Pacar', 'Charles Henry Wyson', 'Charlie Finn",95,"[{'count': 37778, 'name': '励志'}, {'count': 17508, 'name': '美国'}, {'count': 12992, 'name': '感动'}, {'count': 12039, 'name': '成长'}, {'count': 7664, 'name': '美国电影'}, {'count': 6001, 'name': '剧情'}, {'count': 5918, 'name': '教师'}, {'count': 3562, 'name': '2008'}]"
221,222,非常嫌疑犯,1995,德国 美国,剧情 犯罪 悬疑 惊悚,8.6,116990,"英语', '匈牙利语', '西班牙语', '法语",布莱恩·辛格 Bryan Singer,"史蒂芬·鲍德温 Stephen Baldwin', '加布里埃尔·伯恩 Gabriel Byrne', '本尼西奥·德尔·托罗 Benicio Del Toro', '凯文·波拉克 Kevin Pollak', '凯文·史派西 Kevin Spacey', '查兹·帕尔明特瑞 Chazz Palminteri', '皮特·波斯尔思韦特 Pete Postlethwaite', '苏茜·爱米斯 Suzy Amis', '吉安卡罗·埃斯波西托 Giancarlo Esposito', '丹·哈达亚 Dan Hedaya', '保罗·巴特尔 Paul Bartel', '卡尔·布瑞斯勒 Carl Bressler', '菲力浦·西蒙 Phillipe Simon', '杰克·希勒 Jack Shearer', '克里斯汀·艾斯布鲁克 Christine Estabrook",106,"[{'count': 28360, 'name': '悬疑'}, {'count': 20648, 'name': '犯罪'}, {'count': 15138, 'name': '美国'}, {'count': 8075, 'name': '经典'}, {'count': 7419, 'name': '剧情'}, {'count': 4927, 'name': '1995'}, {'count': 2171, 'name': '心理'}, {'count': 1596, 'name': '惊悚'}]"
222,223,穆赫兰道,2001,法国 美国,剧情 悬疑 惊悚,8.3,236142,"英语', '西班牙语",大卫·林奇 David Lynch,"娜奥米·沃茨 Naomi Watts', '劳拉·哈灵 Laura Harring', '安·米勒 Ann Miller', '贾斯汀·塞洛克斯 Justin Theroux', '斯科特·科菲 Scott Coffey', '梅利莎·乔治 Melissa George', '布兰特·布里斯科 Brent Briscoe', '罗伯特·福斯特 Robert Forster', '凯瑟琳·汤 Katharine Towne', '李·格兰特 Lee Grant', '比利·雷·赛勒斯 Billy Ray Cyrus', '查德·艾微特 Chad Everett', '丽塔·塔格特 Rita Taggart', '詹姆斯·凯伦 James Karen', '洛里·海瑞 Lori Heuring', '安琪洛·巴达拉曼提 Angelo Badalamenti', 'Michael Des Barres', 'Marcus Graham', '丹·哈达亚 Dan Hedaya', '马克·佩雷格里诺 Mark Pellegrino', '蒙蒂·蒙特格美里 Monty Montgomery', '迈克尔·J·安德森 Michael J. Anderson",147,"[{'count': 57723, 'name': '悬疑'}, {'count': 28827, 'name': '心理'}, {'count': 23952, 'name': '美国'}, {'count': 18555, 'name': '经典'}, {'count': 6844, 'name': '惊悚'}, {'count': 5621, 'name': '剧情'}, {'count': 4141, 'name': '同性'}, {'count': 4134, 'name': '2001'}]"
223,224,爱在午夜降临前,2013,美国,剧情 爱情,8.8,116501,"英语', '希腊语', '法语",理查德·林克莱特 Richard Linklater,"伊桑·霍克 Ethan Hawke', '朱莉·德尔佩 Julie Delpy', '肖姆斯·戴维-菲茨帕特里克 Seamus Davey-Fitzpatrick', 'Jennifer Prior', 'Charlotte Prior",109,"[{'count': 31092, 'name': '爱情'}, {'count': 16415, 'name': '美国'}, {'count': 16205, 'name': '文艺'}, {'count': 9835, 'name': '人生'}, {'count': 8593, 'name': '浪漫'}, {'count': 6999, 'name': '2013'}, {'count': 4926, 'name': '温情'}, {'count': 4881, 'name': '剧情'}]"
224,225,勇士,2011,美国,剧情 运动 家庭,8.9,87960,英语,加文·欧康诺 Gavin O'Connor,"汤姆·哈迪 Tom Hardy', '乔尔·埃哲顿 Joel Edgerton', '尼克·诺特 Nick Nolte', '詹妮弗·莫里森 Jennifer Morrison', '弗兰克·格里罗 Frank Grillo', '凯文·杜恩 Kevin Dunn",140,"[{'count': 15235, 'name': '动作'}, {'count': 14207, 'name': '美国'}, {'count': 12164, 'name': '励志'}, {'count': 8753, 'name': '亲情'}, {'count': 6862, 'name': '剧情'}, {'count': 5963, 'name': '汤姆·哈迪'}, {'count': 5060, 'name': '家庭'}, {'count': 4427, 'name': '2011'}]"
225,226,一个叫欧维的男人决定去死,2015,瑞典,剧情,8.7,115732,"瑞典语', '波斯语",汉内斯·赫尔姆 Hannes Holm,"罗夫·拉斯加德 Rolf Lassgård', '巴哈·帕斯 Bahar Pars', '托比亚斯·阿姆博瑞 Tobias Almborg', '菲利普·伯格 Filip Berg', '安娜-莱娜·布伦丁 Anna-Lena Brundin', '博瑞·伦贝里 Börje Lundberg', '埃达·英格薇 Ida Engvoll', '弗雷德里克·埃弗斯 Fredrik Evers', '玛德琳·雅各布松 Madeleine Jacobsson', '查特里娜·拉松 Chatarina Larsson', 'Jerker Fahlström",116,"[{'count': 18810, 'name': '温情'}, {'count': 17898, 'name': '瑞典'}, {'count': 13533, 'name': '人生'}, {'count': 11257, 'name': '剧情'}, {'count': 9880, 'name': '人性'}, {'count': 9828, 'name': '感动'}, {'count': 5990, 'name': '2016'}, {'count': 4651, 'name': '感人'}]"
226,227,上帝也疯狂,1980,博茨瓦纳 南非,喜剧,8.6,96463,"英语', '南非荷兰语', 'Ungwatsi",Jamie Uys,"Marius Weyers', 'Sandra Prinsloo', 'N!xau', 'Louw Verwey', 'Michael Thys",109,"[{'count': 21210, 'name': '喜剧'}, {'count': 13378, 'name': '非洲'}, {'count': 10569, 'name': '搞笑'}, {'count': 8455, 'name': '上帝也疯狂'}, {'count': 8370, 'name': '经典'}, {'count': 5097, 'name': '美国'}, {'count': 5084, 'name': '自然'}, {'count': 3228, 'name': '美国电影'}]"
227,228,无敌破坏王,2012,美国,喜剧 动画 奇幻 冒险,8.6,185085,英语,瑞奇·莫尔 Rich Moore,"约翰·C·赖利 John C. Reilly', '萨拉·西尔弗曼 Sarah Silverman', '杰克·麦克布瑞尔 Jack McBrayer', '简·林奇 Jane Lynch', '艾伦·图代克 Alan Tudyk', '敏迪·卡灵 Mindy Kaling', '乔·洛·特鲁格里奥 Joe Lo Truglio', ""艾德·奥尼尔 Ed O'Neill"", '丹尼斯·海斯伯特 Dennis Haysbert', '伊迪·迈克莱尔 Edie McClurg', '雷蒙德·S·佩尔西 Raymond S. Persi', '杰斯·哈梅尔 Jess Harnell', '瑞秋·哈里斯 Rachael Harris', '斯盖拉·阿斯丁 Skylar Astin', '亚当·卡罗拉 Adam Carolla', '霍拉提奥·桑斯 Horatio Sanz', '莫里斯·拉马奇 Maurice LaMarche', '斯戴芬妮·斯考特 Stefanie Scott', '约翰·迪·玛吉欧 John Di Maggio', '瑞奇·摩尔 Rich Moore', '凯蒂·洛斯 Katie Lowes', '贾米·埃曼 Jamie Elman', '乔西·特立尼达 Josie Trinidad', '辛贝·沃克 Cymbre Walk', '塔克·吉莫尔 Tucker Gilmore', '布兰登·斯考特 Brandon Scott', '蒂姆·梅尔滕斯 Tim Mertens', '凯文·迪特斯 Kevin Deters', '杰洛·里佛斯 Gerald C. Rivers', '马丁·贾维斯 Martin Jarvis', '布莱恩·克辛格 Brian Kesinger', '罗杰·克莱格·史密斯 Roger Craig Smith', '菲尔·约翰斯顿 Phil Johnston', '鲁本·兰登 Reuben Langdon', '凯尔·赫伯特 Kyle Hebert', '洁米·斯贝勒·罗伯茨 Jamie Sparer Roberts', '尼克·格里姆肖 Nick Grimshaw",101,"[{'count': 41352, 'name': '动画'}, {'count': 26820, 'name': '迪斯尼'}, {'count': 20909, 'name': '美国'}, {'count': 14855, 'name': '喜剧'}, {'count': 9086, 'name': '2012'}, {'count': 9085, 'name': '游戏'}, {'count': 8673, 'name': '搞笑'}, {'count': 7297, 'name': '冒险'}]"
228,229,疯狂的石头,2006,中国大陆 香港,喜剧 犯罪,8.2,315053,"汉语普通话', '重庆话",宁浩 Hao Ning,"郭涛 Tao Guo', '刘桦 Hua Liu', '连晋 Teddy Lin', '黄渤  Bo Huang', '徐峥 Zheng Xu', '岳小军 Xiaojun Yue', '罗兰  Lan Luo', '王迅 Xun Wang",106,"[{'count': 46097, 'name': '黑色幽默'}, {'count': 39541, 'name': '喜剧'}, {'count': 29433, 'name': '宁浩'}, {'count': 20427, 'name': '疯狂的石头'}, {'count': 15483, 'name': '搞笑'}, {'count': 15251, 'name': '中国电影'}, {'count': 14620, 'name': '大陆'}, {'count': 14191, 'name': '中国'}]"
229,230,国王的演讲,2010,英国 澳大利亚 美国,剧情 传记 历史,8.3,341161,英语,汤姆·霍珀 Tom Hooper,"柯林·菲尔斯 Colin Firth', '杰弗里·拉什 Geoffrey Rush', '海伦娜·邦汉·卡特 Helena Bonham Carter', '盖·皮尔斯 Guy Pearce', '迈克尔·刚本 Michael Gambon', '蒂莫西·斯波 Timothy Spall', '詹妮弗·艾莉 Jennifer Ehle', '德里克·雅各比 Derek Jacobi', '安东尼·安德鲁斯 Anthony Andrews', '克莱尔·布鲁姆 Claire Bloom",118,"[{'count': 61773, 'name': '英国'}, {'count': 50865, 'name': '励志'}, {'count': 30112, 'name': '传记'}, {'count': 28655, 'name': '剧情'}, {'count': 19750, 'name': '奥斯卡'}, {'count': 16561, 'name': '历史'}, {'count': 13083, 'name': '2010'}, {'count': 12936, 'name': '经典'}]"
230,231,血钻,2006,美国 德国,剧情 惊悚 冒险,8.5,132063,"英语', '门德语', '南非荷兰语",爱德华·兹威克 Edward Zwick,"莱昂纳多·迪卡普里奥 Leonardo DiCaprio', '杰曼·翰苏 Djimon Hounsou', '詹妮弗·康纳利 Jennifer Connelly', '阿诺德·沃斯洛 Arnold Vosloo', '大卫·哈雷伍德 David Harewood', '吉米·米斯特雷 Jimi Mistry', '麦克·辛 Michael Sheen', '史蒂芬·柯林斯 Stephen Collins",143,"[{'count': 20137, 'name': '莱昂纳多·迪卡普里奥'}, {'count': 14432, 'name': '美国'}, {'count': 13591, 'name': '非洲'}, {'count': 11881, 'name': '剧情'}, {'count': 10519, 'name': '犯罪'}, {'count': 9717, 'name': '血钻'}, {'count': 6359, 'name': '美国电影'}, {'count': 6206, 'name': '动作'}]"
231,232,你的名字。,2016,日本,剧情 爱情 动画,8.4,460983,日语,新海诚 Makoto Shinkai,"神木隆之介 Ryûnosuke Kamiki', '上白石萌音 Mone Kamishiraishi', '长泽雅美 Masami Nagasawa', '市原悦子 Etsuko Ichihara', '成田凌 Ryo Narita', '悠木碧 Aoi Yuki', '岛崎信长 Nobunaga Shimazaki', '石川界人 Kaito Ishikawa', '谷花音 Tani Kanon', '寺杣昌纪 Masaki Terasoma', '大原沙耶香 Sayaka Ohara', '井上和彦 Kazuhiko Inoue', '茶风林 Chafûrin', '加藤有花 Kato Yuka', '花泽香菜 Kana Hanazawa', '寺崎裕香 Yuka Terasaki",106,"[{'count': 96828, 'name': '日本'}, {'count': 89787, 'name': '动画'}, {'count': 74804, 'name': '爱情'}, {'count': 60152, 'name': '青春'}, {'count': 53597, 'name': '感动'}, {'count': 53505, 'name': '二次元'}, {'count': 45526, 'name': '温情'}, {'count': 37622, 'name': '2016'}]"
232,233,蓝色大门,2002,台湾 法国,剧情 爱情 同性,8.3,273406,汉语普通话,易智言 Chih-yen Yee,"陈柏霖 Bo-lin Chen', '桂纶镁 Lunmei Kwai', '梁又琳 You-lin Liang', '仇政 Joanna Chou', '明金成 Chin-cheng Ming', '林贤能 Xianneng Lin', '黄江丰 Roger Huang', '是元介 Jay Shin', '姚元浩 Yuanhao Yao', '游智炜 Tommy Yu', '翁桂邦 Ding-Yang Weng', '夏绍虞 Shao-Yu Hsia', '陈梦萱 Meng-Hsuan Chen', '1976 (乐团)",85,"[{'count': 59774, 'name': '青春'}, {'count': 44422, 'name': '台湾'}, {'count': 36414, 'name': '桂纶镁'}, {'count': 30980, 'name': '蓝色大门'}, {'count': 26656, 'name': '陈柏霖'}, {'count': 24879, 'name': '爱情'}, {'count': 22127, 'name': '台湾电影'}, {'count': 6548, 'name': '电影'}]"
233,234,无人知晓,2004,日本,剧情,9.0,54047,日语,是枝裕和 Hirokazu Koreeda,"柳乐优弥 Yûya Yagira', '北浦爱 Ayu Kitaura', '木村飞影 Hiei Kimura', '清水萌萌子 Momoko Shimizu', '韩英惠 Hanae Kan', '江原由希子 YOU', '串田和美 Kazuyoshi Kushida', '冈元夕纪子 Yukiko Okamoto', 'Takako Tate', '加濑亮 Ryo Kase', '村野友希 Yuki Murano', '田中庆太 Keita Tanaka', '木村佑一 Yûichi Kimura', ""远藤宪一 Ken'ichi Endô"", '寺岛进 Susumu Terajima', '平泉成 Sei Hiraizumi",141,"[{'count': 13603, 'name': '日本'}, {'count': 5715, 'name': '成长'}, {'count': 4212, 'name': '儿童'}, {'count': 3220, 'name': '青春'}, {'count': 2930, 'name': '人性'}, {'count': 2835, 'name': '少年'}, {'count': 2526, 'name': '剧情'}, {'count': 2212, 'name': '2004'}]"
234,235,枪火,1999,香港,剧情 动作 犯罪,8.6,100010,粤语,杜琪峰 Johnnie To,"吴镇宇 Francis Ng', '任达华 Simon Yam', '黄秋生 Anthony Wong Chau-Sang', '吕颂贤 Jackie Lui Chung-yin', '张耀扬 Roy Cheung', '林雪 Suet Lam', '王天林 Tian-lin Wang', '施绮莲 Elaine Eca Da Silva', '高雄 Eddy Ko",84,"[{'count': 21121, 'name': '杜琪峰'}, {'count': 15043, 'name': '香港'}, {'count': 13830, 'name': '黑帮'}, {'count': 9227, 'name': '吴镇宇'}, {'count': 8812, 'name': '香港电影'}, {'count': 6717, 'name': '黄秋生'}, {'count': 6659, 'name': '银河映像'}, {'count': 6219, 'name': '动作'}]"
235,236,步履不停,2008,日本,剧情 家庭,8.8,70857,日语,是枝裕和 Hirokazu Koreeda,"阿部宽 Hiroshi Abe', '夏川结衣 Yui Natsukawa', '江原由希子 You', '高桥和也 Kazuya Takahashi', '田中祥平 Shohei Tanaka', '野本萤 Hotaru Nomoto', '林凌雅 Ryôga Hayashi', '寺岛进 Susumu Terajima', '加藤治子 Haruko Kato', '树木希林 Kirin Kiki', '原田芳雄 Yoshio Harada",115,"[{'count': 18098, 'name': '日本'}, {'count': 10491, 'name': '家庭'}, {'count': 9195, 'name': '亲情'}, {'count': 4459, 'name': '温情'}, {'count': 3625, 'name': '2008'}, {'count': 3284, 'name': '人生'}, {'count': 2712, 'name': '剧情'}, {'count': 2507, 'name': '文艺'}]"
236,237,大卫·戈尔的一生,2003,美国 德国 英国,剧情 犯罪 悬疑,8.6,92790,"英语', '西班牙语",Alan Parker,"凯文·史派西 Kevin Spacey', '凯特·温丝莱特 Kate Winslet', '劳拉·琳妮 Laura Linney', '加百利·曼恩 Gabriel Mann', '梅丽莎·麦卡西 Melissa McCarthy', '罗娜·迈特拉 Rhona Mitra",130,"[{'count': 18434, 'name': '悬疑'}, {'count': 12269, 'name': '美国'}, {'count': 11197, 'name': '剧情'}, {'count': 9319, 'name': '犯罪'}, {'count': 7046, 'name': 'Kevinspacey'}, {'count': 6377, 'name': '死刑'}, {'count': 6033, 'name': '人性'}, {'count': 4688, 'name': '美国电影'}]"
237,238,爱·回家,2002,韩国,剧情 家庭,9.0,47450,韩语,李廷香 Jeong-hyang Lee,"金艺芬 Eul-boon Kim', '俞承豪 Seung-Ho Yoo', '童孝熙', '闵京勋', '任恩敬",80,"[{'count': 12747, 'name': '亲情'}, {'count': 10351, 'name': '韩国'}, {'count': 6942, 'name': '韩国电影'}, {'count': 6538, 'name': '感动'}, {'count': 5130, 'name': '童年'}, {'count': 4965, 'name': '温暖'}, {'count': 4099, 'name': '爱'}, {'count': 3555, 'name': '感人'}]"
238,239,遗愿清单,2007,美国,冒险 喜剧 剧情,8.5,128310,英语,罗伯·莱纳 Rob Reiner,"杰克·尼科尔森 Jack Nicholson', '摩根·弗里曼 Morgan Freeman', '西恩·海耶斯 Sean Hayes', '贝弗利·陶德 Beverly Todd', '罗伯·莫洛 Rob Morrow', 'Alfonso Freeman', 'Verda Bridges', '伊安·安东尼·代尔 Ian Anthony Dale', '诺尔·古格雷米 Noel Gugliemi",97,"[{'count': 20164, 'name': '温情'}, {'count': 17365, 'name': '美国'}, {'count': 10118, 'name': '摩根·弗里曼'}, {'count': 9527, 'name': 'MorganFreeman'}, {'count': 8440, 'name': '老年'}, {'count': 8050, 'name': '喜剧'}, {'count': 8018, 'name': 'JackNicholson'}, {'count': 7680, 'name': '美国电影'}]"
239,240,彗星来的那一夜,2013,美国 英国,科幻 悬疑 惊悚,8.4,176014,英语,詹姆斯·沃德·布柯特 James Ward Byrkit,"艾米丽·芭尔多尼 Emily Baldoni', '莫瑞·史特林 Maury Sterling', '尼古拉斯·布兰登 Nicholas Brendon', '劳伦·斯卡法莉娅 Lorene Scafaria', '伊丽莎白·格瑞斯 Elizabeth Gracen', '雨果·阿姆斯特朗 Hugo Armstrong', '亚历克斯·马努吉安 Alex Manugian', '劳伦·马赫 Lauren Maher",89,"[{'count': 30459, 'name': '科幻'}, {'count': 26667, 'name': '悬疑'}, {'count': 17075, 'name': '美国'}, {'count': 14547, 'name': '烧脑'}, {'count': 12483, 'name': '时空'}, {'count': 11665, 'name': '惊悚'}, {'count': 9065, 'name': '人性'}, {'count': 6493, 'name': '2013'}]"
240,241,千钧一发,1997,美国,剧情 科幻,8.7,85751,"英语', '世界语",安德鲁·尼科尔 Andrew Niccol,"伊桑·霍克 Ethan Hawke', '乌玛·瑟曼 Uma Thurman', '裘德·洛 Jude Law', '艾伦·阿金 Alan Arkin', '戈尔·维达尔 Gore Vidal', '山德·贝克利 Xander Berkeley', '劳恩·迪恩 Loren Dean",106,"[{'count': 22839, 'name': '科幻'}, {'count': 11938, 'name': '美国'}, {'count': 8388, 'name': '人性'}, {'count': 7642, 'name': '励志'}, {'count': 4797, 'name': '剧情'}, {'count': 4402, 'name': '1997'}, {'count': 3851, 'name': '经典'}, {'count': 2956, 'name': '悬疑'}]"
241,242,我爱你,2011,韩国,剧情 爱情,9.0,57173,韩语,秋昌民 Chang-min Choo,"宋在河 Jae-ho Song', '李顺载 Soon-jae Lee', '尹秀晶 So-jeong Yun', '金秀美 Su-mi Kim', '宋智孝 Ji-hyo Song', '吴达洙 Dal-su Oh",118,"[{'count': 11348, 'name': '爱情'}, {'count': 10370, 'name': '韩国'}, {'count': 10091, 'name': '韩国电影'}, {'count': 8749, 'name': '温情'}, {'count': 8605, 'name': '感人'}, {'count': 6683, 'name': '黄昏恋'}, {'count': 4301, 'name': '温暖'}, {'count': 2521, 'name': '2011'}]"
242,243,荒岛余生,2000,美国,冒险 剧情,8.5,133964,"英语', '俄语",罗伯特·泽米吉斯 Robert Zemeckis,"汤姆·汉克斯 Tom Hanks', '海伦·亨特 Helen Hunt', '克里斯·诺斯 Chris Noth', '尼克·西塞 Nick Searcy",143,"[{'count': 19709, 'name': '励志'}, {'count': 15220, 'name': '美国'}, {'count': 12361, 'name': 'TomHanks'}, {'count': 12089, 'name': '汤姆·汉克斯'}, {'count': 10783, 'name': '剧情'}, {'count': 9645, 'name': '荒岛余生'}, {'count': 6445, 'name': '美国电影'}, {'count': 5893, 'name': '汤姆汉克斯'}]"
243,244,血战钢锯岭,2016,美国 澳大利亚,剧情 传记 历史 战争,8.7,314445,英语,梅尔·吉布森 Mel Gibson,"安德鲁·加菲尔德 Andrew Garfield', '萨姆·沃辛顿 Sam Worthington', '文斯·沃恩 Vince Vaughn', '雨果·维文 Hugo Weaving', '卢克·布雷西 Luke Bracey', '泰莉莎·帕尔墨 Teresa Palmer', '瑞切尔·格里菲斯 Rachel Griffiths', '纳撒尼尔·布佐尼克 Nathaniel Buzolic', '理查德·劳斯伯格 Richard Roxburgh', '马特·纳夫莱 Matt Nable', '费拉斯·迪拉尼 Firass Dirani', '瑞安·柯尔 Ryan Corr', 'Luke Pegler",139,"[{'count': 59618, 'name': '战争'}, {'count': 43260, 'name': '信仰'}, {'count': 42277, 'name': '真实事件改编'}, {'count': 40870, 'name': '美国'}, {'count': 35819, 'name': '二战'}, {'count': 30003, 'name': '人性'}, {'count': 25794, 'name': '历史'}, {'count': 23978, 'name': '军事'}]"
244,245,麦兜故事,2001,香港,剧情 喜剧 动画,8.5,128273,粤语,袁建滔 Toe Yuen,"李晋纬', '林海峰 Jan Lamb', '吴君如 Sandra Ng', '黄秋生 Anthony Wong Chau-Sang', 'Buxx Banner",75,"[{'count': 22134, 'name': '动画'}, {'count': 21268, 'name': '麦兜'}, {'count': 17346, 'name': '香港'}, {'count': 8480, 'name': '香港电影'}, {'count': 5291, 'name': '动画片'}, {'count': 3254, 'name': '卡通'}, {'count': 2672, 'name': '2001'}, {'count': 2519, 'name': '动漫'}]"
245,246,暖暖内含光,2004,美国,剧情 爱情 奇幻,8.4,144867,英语,米歇尔·冈瑞 Michel Gondry,"金·凯瑞 Jim Carrey', '凯特·温丝莱特 Kate Winslet', '伊利亚·伍德 Elijah Wood', '克斯汀·邓斯特 Kirsten Dunst', '汤姆斯·杰·瑞恩 Thomas Jay Ryan', '马克·鲁弗洛 Mark Ruffalo', '简·亚当斯 Jane Adams', '大卫·克罗斯 David Cross', '汤姆·威尔金森 Tom Wilkinson', 'Amir Ali Said', 'Brian Price', 'Paulie Litt",108,"[{'count': 33268, 'name': '爱情'}, {'count': 21270, 'name': '美国'}, {'count': 11810, 'name': '文艺'}, {'count': 9628, 'name': '奇幻'}, {'count': 7966, 'name': '心理'}, {'count': 6671, 'name': '剧情'}, {'count': 5787, 'name': '失忆'}, {'count': 5459, 'name': '2004'}]"
246,247,曾经,2007,爱尔兰,剧情 音乐 爱情,8.3,203272,"英语', '捷克语",约翰·卡尼 John Carney,"格伦·汉塞德 Glen Hansard', '玛可塔·伊尔格洛娃 Markéta Irglová",85,"[{'count': 46281, 'name': '音乐'}, {'count': 39285, 'name': '爱尔兰'}, {'count': 36661, 'name': '爱情'}, {'count': 11018, 'name': '文艺'}, {'count': 2187, 'name': '温情'}, {'count': 2032, 'name': '剧情'}, {'count': 1214, 'name': '2007'}, {'count': 1002, 'name': '浪漫'}]"
247,248,月球,2009,英国,剧情 科幻 悬疑,8.5,143674,"英语', '西班牙语",邓肯·琼斯 Duncan Jones,"山姆·洛克威尔 Sam Rockwell', '凯文·史派西 Kevin Spacey', '多米妮克·麦克艾丽戈特 Dominique McElligott', '卡雅·斯考达里奥 Kaya Scodelario', '本德里克特·王 Benedict Wong', '马特·贝里 Matt Berry', '马尔科姆·斯图尔特 Malcolm Stewart', '罗宾·查克 Robin Chalk",97,"[{'count': 38730, 'name': '科幻'}, {'count': 17228, 'name': '人性'}, {'count': 17160, 'name': '英国'}, {'count': 13415, 'name': '孤独'}, {'count': 10720, 'name': '悬疑'}, {'count': 6824, 'name': '2009'}, {'count': 5977, 'name': '反思'}, {'count': 4706, 'name': '人生'}]"
